"id","ts","currentR1","currentS2","currentT3","currentAverageR1","currentAverageS2","currentAverageT3","temp","pulses","event"
"280","2014-01-09 20:28:02","1.94","0.89","0.15","3.87","2.59","0.14","67.06","0","cron"
"281","2014-01-09 20:30:02","1.99","0.89","0.15","1.99","0.89","0.15","66.5","0","cron"
"282","2014-01-09 20:32:02","1.57","0.88","0.15","1.82","0.88","0.15","66.31","0","cron"
"283","2014-01-09 20:34:02","1.51","0.9","0.16","1.55","0.9","0.15","66.31","0","cron"
"284","2014-01-09 20:36:02","1.46","0.89","0.14","1.51","0.9","0.14","66.25","0","cron"
"285","2014-01-09 20:38:02","1.56","0.92","0.15","1.56","0.91","0.14","66.19","0","cron"
"286","2014-01-09 20:40:03","1.51","0.92","0.16","1.52","0.91","0.15","66.19","0","cron"
"287","2014-01-09 20:42:02","4.89","4","0.15","3.45","2.69","0.14","66.25","0","cron"
"288","2014-01-09 20:44:02","4.92","3.96","0.15","4.92","3.96","0.15","66.56","0","cron"
"289","2014-01-09 20:46:01","4.9","3.96","0.14","4.81","3.96","0.14","66.87","0","cron"
"290","2014-01-09 20:48:02","1.56","0.91","0.15","1.56","0.91","0.15","67.12","0","cron"
"291","2014-01-09 20:50:02","1.52","0.91","0.14","1.52","0.9","0.15","66.56","0","cron"
"292","2014-01-09 20:52:02","1.54","0.9","0.15","1.55","0.9","0.14","66.37","0","cron"
"293","2014-01-09 20:54:02","1.47","0.9","0.15","1.46","0.91","0.15","66.25","0","cron"
"294","2014-01-09 20:56:02","1.39","0.91","0.14","1.53","0.91","0.14","66.19","0","cron"
"295","2014-01-09 20:58:02","1.56","0.9","0.15","1.49","0.91","0.14","66.25","0","cron"
"296","2014-01-09 21:00:02","1.54","0.91","0.14","1.55","0.91","0.14","66.25","0","cron"
"297","2014-01-09 21:02:02","4.75","3.97","0.14","2.82","2.1","0.14","66.19","0","cron"
"298","2014-01-09 21:04:02","4.82","3.96","0.15","4.8","3.96","0.14","66.5","0","cron"
"299","2014-01-09 21:06:02","4.73","3.96","0.13","4.83","3.97","0.14","66.94","0","cron"
"300","2014-01-09 21:08:02","1.39","0.91","0.14","1.39","0.9","0.15","67.19","0","cron"
"301","2014-01-09 21:10:02","1.35","0.92","0.14","1.46","0.91","0.14","66.62","0","cron"
"302","2014-01-09 21:12:02","1.34","0.92","0.14","1.35","0.91","0.14","66.44","0","cron"
"303","2014-01-09 21:14:02","1.6","0.89","0.14","1.6","0.89","0.14","66.31","0","cron"
"304","2014-01-09 21:16:02","1.34","0.91","0.13","1.34","0.91","0.13","66.31","0","cron"
"305","2014-01-09 21:18:02","1.33","0.91","0.15","1.32","0.91","0.14","66.25","0","cron"
"306","2014-01-09 21:20:01","1.42","0.89","0.15","1.33","0.91","0.14","66.25","0","cron"
"307","2014-01-09 21:22:02","4.51","4","0.13","4.51","4.01","0.13","66.25","0","cron"
"308","2014-01-09 21:24:02","4.46","4.01","0.14","4.44","3.99","0.14","66.31","0","cron"
"309","2014-01-09 21:26:02","4.49","3.96","0.13","4.54","3.97","0.14","66.81","0","cron"
"310","2014-01-09 21:28:02","4.41","3.98","0.13","4.53","3.97","0.14","67.06","0","cron"
"311","2014-01-09 21:30:02","1.34","0.9","0.14","1.36","0.9","0.14","67","0","cron"
"312","2014-01-09 21:32:02","1.32","0.89","0.14","1.33","0.89","0.14","66.44","0","cron"
"313","2014-01-09 21:34:02","1.3","0.91","0.15","1.38","0.91","0.14","66.31","0","cron"
"314","2014-01-09 21:36:02","1.34","0.9","0.14","1.32","0.9","0.14","66.31","0","cron"
"315","2014-01-09 21:38:02","1.31","0.91","0.15","1.31","0.91","0.15","66.31","0","cron"
"316","2014-01-09 21:40:02","1.27","0.91","0.14","1.29","0.91","0.14","66.25","0","cron"
"317","2014-01-09 21:42:02","4.57","4.01","0.14","1.77","1.34","0.14","66.25","0","cron"
"318","2014-01-09 21:44:03","4.54","3.98","0.13","4.54","3.97","0.13","66.44","0","cron"
"319","2014-01-09 21:46:02","4.64","3.97","0.13","4.58","3.98","0.14","66.87","0","cron"
"320","2014-01-09 21:48:02","1.28","0.91","0.15","1.29","0.9","0.14","67.19","0","cron"
"321","2014-01-09 21:50:02","1.44","0.9","0.15","1.33","0.91","0.14","66.69","0","cron"
"322","2014-01-09 21:52:02","1.49","0.91","0.15","1.48","0.91","0.14","66.5","0","cron"
"323","2014-01-09 21:54:02","1.77","0.9","0.15","1.83","0.9","0.15","66.44","0","cron"
"324","2014-01-09 21:56:02","1.8","0.92","0.14","1.86","0.91","0.15","66.31","0","cron"
"325","2014-01-09 21:58:02","2","0.91","0.15","1.82","0.9","0.15","66.31","0","cron"
"326","2014-01-09 22:00:03","1.97","0.89","0.15","1.98","0.9","0.15","66.31","0","cron"
"327","2014-01-09 22:02:02","1.83","0.9","0.19","1.82","0.9","0.19","66.37","0","cron"
"328","2014-01-09 22:04:02","5.42","4","0.18","5.16","3.88","0.18","66.37","0","cron"
"329","2014-01-09 22:06:02","5.17","3.96","0.19","5.3","3.97","0.18","66.81","0","cron"
"330","2014-01-09 22:08:02","5.28","3.97","0.18","5.3","3.96","0.18","67.12","0","cron"
"331","2014-01-09 22:10:02","1.85","0.9","0.18","1.85","0.9","0.18","67.06","0","cron"
"332","2014-01-09 22:12:02","1.41","0.89","0.18","1.54","0.9","0.19","66.56","0","cron"
"333","2014-01-09 22:14:02","1.54","0.89","0.2","1.54","0.9","0.2","66.37","0","cron"
"334","2014-01-09 22:16:02","1.54","0.88","0.18","1.53","0.89","0.18","66.44","0","cron"
"335","2014-01-09 22:18:02","1.57","0.87","0.18","1.58","0.87","0.18","66.37","0","cron"
"336","2014-01-09 22:20:02","1.46","0.89","0.19","1.49","0.89","0.18","66.37","0","cron"
"337","2014-01-09 22:22:02","4.71","3.92","0.18","4.71","3.92","0.18","66.37","0","cron"
"338","2014-01-09 22:24:02","4.85","3.96","0.18","4.85","3.96","0.18","66.44","0","cron"
"339","2014-01-09 22:26:02","4.84","3.94","0.17","4.84","3.94","0.17","66.94","0","cron"
"340","2014-01-09 22:28:02","1.53","0.9","0.18","4.34","3.49","0.18","67.31","0","cron"
"341","2014-01-09 22:30:02","1.38","0.9","0.18","1.43","0.9","0.18","66.81","0","cron"
"342","2014-01-09 22:32:02","1.45","0.91","0.17","1.45","0.91","0.17","66.56","0","cron"
"343","2014-01-09 22:34:02","1.44","0.89","0.18","1.51","0.9","0.18","66.5","0","cron"
"344","2014-01-09 22:36:02","1.5","0.91","0.18","1.5","0.92","0.17","66.44","0","cron"
"345","2014-01-09 22:38:02","1.28","0.91","0.18","1.28","0.91","0.18","66.37","0","cron"
"346","2014-01-09 22:40:02","1.36","0.9","0.19","1.36","0.9","0.18","66.44","0","cron"
"347","2014-01-09 22:42:02","1.33","0.91","0.18","1.34","0.9","0.18","66.44","0","cron"
"348","2014-01-09 22:44:02","4.62","4.02","0.18","4.34","3.76","0.18","66.37","0","cron"
"349","2014-01-09 22:46:02","4.61","4.03","0.17","4.59","4.01","0.18","66.87","0","cron"
"350","2014-01-09 22:48:02","4.54","4.03","0.18","4.5","4.02","0.18","67.25","0","cron"
"351","2014-01-09 22:50:02","1.44","0.91","0.19","2.42","1.92","0.18","67.31","0","cron"
"352","2014-01-09 22:52:02","1.41","0.91","0.17","1.37","0.92","0.19","66.62","0","cron"
"353","2014-01-09 22:54:02","1.44","0.91","0.2","1.41","0.91","0.18","66.56","0","cron"
"354","2014-01-09 22:56:02","1.42","0.92","0.18","1.42","0.92","0.17","66.5","0","cron"
"355","2014-01-09 22:58:02","1.39","0.94","0.19","1.39","0.94","0.19","66.44","0","cron"
"356","2014-01-09 23:00:02","1.42","0.93","0.19","1.37","0.93","0.18","66.37","0","cron"
"357","2014-01-09 23:02:02","1.29","0.91","0.19","1.25","0.92","0.18","66.37","0","cron"
"358","2014-01-09 23:04:02","4.16","3.86","0.18","4.16","3.86","0.18","66.44","0","cron"
"359","2014-01-09 23:06:02","4.17","3.77","0.56","4.18","3.82","0.53","66.87","0","cron"
"360","2014-01-09 23:08:02","4.18","3.88","0.42","4.18","3.88","0.42","67.12","0","cron"
"361","2014-01-09 23:10:02","0.89","0.23","0.48","0.91","0.23","0.48","67.37","0","cron"
"362","2014-01-09 23:12:01","0.93","0.23","0.51","0.92","0.24","0.5","66.69","0","cron"
"363","2014-01-09 23:14:02","1.1","0.23","0.45","1.1","0.23","0.44","66.5","0","cron"
"364","2014-01-09 23:16:03","1.1","0.23","0.44","1.1","0.23","0.44","66.31","0","cron"
"365","2014-01-09 23:18:02","1.31","0.26","0.43","1.19","0.24","0.44","66.37","0","cron"
"366","2014-01-09 23:20:02","1.43","0.24","0.42","1.43","0.24","0.42","66.37","0","cron"
"367","2014-01-09 23:22:02","1.39","0.24","0.42","1.37","0.24","0.43","66.37","0","cron"
"368","2014-01-09 23:24:02","4.77","3.87","0.42","3.26","2.26","0.42","66.25","0","cron"
"369","2014-01-09 23:26:02","4.71","3.84","0.44","4.76","3.84","0.42","66.75","0","cron"
"370","2014-01-09 23:28:02","4.89","3.85","0.14","4.8","3.84","0.26","67.12","0","cron"
"371","2014-01-09 23:30:02","1.31","0.24","0.15","2.66","1.62","0.14","67.25","0","cron"
"372","2014-01-09 23:32:02","1.32","0.23","0.13","1.31","0.23","0.14","66.56","0","cron"
"373","2014-01-09 23:34:02","1.44","0.24","0.13","1.39","0.24","0.14","66.5","0","cron"
"374","2014-01-09 23:36:02","1.02","0.24","0.14","1.02","0.24","0.14","66.44","0","cron"
"375","2014-01-09 23:38:01","1.42","0.06","0.19","1.29","0.07","0.19","66.44","0","cron"
"376","2014-01-09 23:40:02","4.9","3.69","0.19","1.6","0.22","0.2","66.31","0","cron"
"377","2014-01-09 23:42:02","4.86","3.66","0.18","4.84","3.64","0.18","66.31","0","cron"
"378","2014-01-09 23:44:02","4.85","3.65","0.18","4.86","3.66","0.18","66.62","0","cron"
"379","2014-01-09 23:46:02","4.81","3.62","0.2","4.85","3.65","0.19","66.94","0","cron"
"380","2014-01-09 23:48:02","4.81","3.62","0.19","4.86","3.65","0.19","67.12","0","cron"
"381","2014-01-09 23:50:02","4.91","3.7","0.19","4.91","3.7","0.19","67.31","0","cron"
"382","2014-01-09 23:52:02","4.53","3.67","0.12","4.66","3.67","0.17","66.87","0","cron"
"383","2014-01-09 23:54:02","1.14","0.06","0.14","1.14","0.06","0.14","66.75","0","cron"
"384","2014-01-09 23:56:02","0.87","0.07","0.14","0.87","0.07","0.14","66.5","0","cron"
"385","2014-01-09 23:58:02","0.86","0.06","0.14","0.85","0.06","0.13","66.44","0","cron"
"386","2014-01-10 00:00:03","0.9","0.05","0.14","0.92","0.05","0.13","66.37","0","cron"
"387","2014-01-10 00:02:02","0.87","0.07","0.13","0.86","0.06","0.13","66.31","0","cron"
"388","2014-01-10 00:04:02","0.86","0.06","0.14","0.85","0.06","0.13","66.31","0","cron"
"389","2014-01-10 00:06:02","0.87","0.08","0.11","0.86","0.07","0.12","66.31","0","cron"
"390","2014-01-10 00:08:02","4.1","3.68","0.11","3.83","3.38","0.11","66.25","0","cron"
"391","2014-01-10 00:10:03","4.1","3.66","0.11","4.12","3.68","0.11","66.62","0","cron"
"392","2014-01-10 00:12:02","4.13","3.73","0.1","4.12","3.69","0.11","67.06","0","cron"
"393","2014-01-10 00:14:02","0.85","0.05","0.12","0.85","0.06","0.12","67.31","0","cron"
"394","2014-01-10 00:16:02","0.86","0.08","0.12","0.86","0.07","0.12","66.69","0","cron"
"395","2014-01-10 00:18:02","0.85","0.07","0.12","0.85","0.06","0.12","66.56","0","cron"
"396","2014-01-10 00:20:01","0.86","0.06","0.12","0.86","0.06","0.12","66.44","0","cron"
"397","2014-01-10 00:22:02","0.85","0.08","0.12","0.86","0.06","0.12","66.31","0","cron"
"398","2014-01-10 00:24:03","1.03","0.06","0.12","1.04","0.06","0.12","66.37","0","cron"
"399","2014-01-10 00:26:02","4.5","3.74","0.12","2.87","2","0.12","66.44","0","cron"
"400","2014-01-10 00:28:02","4.49","3.73","0.12","4.46","3.7","0.11","66.87","0","cron"
"401","2014-01-10 00:30:02","4.48","3.73","0.11","4.5","3.74","0.11","67.19","0","cron"
"402","2014-01-10 00:32:02","1.05","0.06","0.13","3.72","2.91","0.12","67.44","0","cron"
"403","2014-01-10 00:34:01","1.05","0.05","0.21","1.05","0.06","0.14","66.87","0","cron"
"404","2014-01-10 00:36:02","1.02","0.05","0.07","1.05","0.06","0.18","66.62","0","cron"
"405","2014-01-10 00:38:02","1.04","0.07","0.09","1.03","0.06","0.08","66.44","0","cron"
"406","2014-01-10 00:40:02","1.05","0.06","0.06","1.04","0.07","0.06","66.31","0","cron"
"407","2014-01-10 00:42:01","1.04","0.06","0.06","1.04","0.06","0.06","66.25","0","cron"
"408","2014-01-10 00:44:02","1.03","0.07","0.07","1.04","0.06","0.06","66.25","0","cron"
"409","2014-01-10 00:46:02","1.05","0.06","0.07","1.04","0.06","0.07","66.12","0","cron"
"410","2014-01-10 00:48:02","4.41","3.68","0.07","3.98","3.21","0.06","66.12","0","cron"
"411","2014-01-10 00:50:02","4.41","3.67","0.06","4.42","3.68","0.06","66.25","0","cron"
"412","2014-01-10 00:52:02","4.42","3.68","0.05","4.41","3.67","0.06","66.5","0","cron"
"413","2014-01-10 00:54:02","1.04","0.07","0.04","1.04","0.06","0.05","66.75","0","cron"
"414","2014-01-10 00:56:02","1.06","0.07","0.03","1.06","0.07","0.03","66.5","0","cron"
"415","2014-01-10 00:58:02","1.05","0.06","0.04","1.05","0.06","0.04","66.25","0","cron"
"416","2014-01-10 01:00:02","1.05","0.05","0.04","1.06","0.06","0.04","66.12","0","cron"
"417","2014-01-10 01:02:02","1.04","0.06","0.03","1.05","0.06","0.03","66.12","0","cron"
"418","2014-01-10 01:04:02","4.39","3.62","0.03","1.17","0.19","0.03","66.12","0","cron"
"419","2014-01-10 01:06:02","4.38","3.61","0.03","4.36","3.6","0.03","66.06","0","cron"
"420","2014-01-10 01:08:02","4.08","3.63","0.03","4.08","3.64","0.02","66.37","0","cron"
"421","2014-01-10 01:10:02","4.16","3.67","0.03","4.16","3.67","0.03","66.56","0","cron"
"422","2014-01-10 01:12:02","4.07","3.64","0.03","4.08","3.63","0.03","66.69","0","cron"
"423","2014-01-10 01:14:01","4.08","3.62","0.03","4.08","3.63","0.03","66.94","0","cron"
"424","2014-01-10 01:16:02","4.07","3.62","0.04","4.03","3.6","0.03","67.06","0","cron"
"425","2014-01-10 01:18:02","4.06","3.61","0.03","4.06","3.61","0.03","67.25","0","cron"
"426","2014-01-10 01:20:02","4.12","3.68","0.03","4.11","3.66","0.03","67.31","0","cron"
"427","2014-01-10 01:22:02","4.09","3.63","0.02","4.07","3.63","0.03","67.37","0","cron"
"428","2014-01-10 01:24:02","4.11","3.65","0.04","4.09","3.83","0.3","67.5","0","cron"
"429","2014-01-10 01:26:02","4.06","3.64","0.04","4.06","3.64","0.04","67.56","0","cron"
"430","2014-01-10 01:28:02","4.51","3.68","0.08","4.53","3.69","0.05","67.69","0","cron"
"431","2014-01-10 01:30:02","4.54","3.65","0.03","4.52","3.63","0.04","67.75","0","cron"
"432","2014-01-10 01:32:02","4.53","3.66","0.03","4.54","3.66","0.03","67.87","0","cron"
"433","2014-01-10 01:34:02","4.61","3.73","0.03","4.56","3.69","0.03","67.87","0","cron"
"434","2014-01-10 01:36:02","4.59","3.73","0.03","4.6","3.74","0.03","68","0","cron"
"435","2014-01-10 01:38:02","4.67","3.8","0.02","4.6","3.73","0.04","68.06","0","cron"
"436","2014-01-10 01:40:02","4.6","3.72","0.04","4.6","3.73","0.04","68.19","0","cron"
"437","2014-01-10 01:42:01","4.58","3.73","0.04","4.59","3.73","0.04","68.25","0","cron"
"438","2014-01-10 01:44:02","4.5","3.65","0.04","4.5","3.65","0.04","68.31","0","cron"
"439","2014-01-10 01:46:03","4.17","3.74","0.04","4.16","3.73","0.03","68.37","0","cron"
"440","2014-01-10 01:48:02","4.5","3.73","0.03","4.49","3.73","0.04","68.44","0","cron"
"441","2014-01-10 01:50:02","4.48","3.73","0.03","4.48","3.73","0.03","68.56","0","cron"
"442","2014-01-10 01:52:01","4.48","3.68","0.03","4.48","3.71","0.03","68.56","0","cron"
"443","2014-01-10 01:54:02","4.47","3.71","0.04","4.47","3.7","0.03","68.69","0","cron"
"444","2014-01-10 01:56:02","4.47","3.67","0.03","4.47","3.67","0.03","68.75","0","cron"
"445","2014-01-10 01:58:01","4.46","3.7","0.03","4.47","3.7","0.03","68.87","0","cron"
"446","2014-01-10 02:00:02","4.47","3.69","0.03","4.42","3.67","0.03","68.87","0","cron"
"447","2014-01-10 02:02:02","4.45","3.7","0.04","4.46","3.69","0.03","68.94","0","cron"
"448","2014-01-10 02:04:02","4.48","3.7","0.03","4.46","3.78","0.17","69.06","0","cron"
"449","2014-01-10 02:06:02","4.45","3.7","0.04","4.45","3.7","0.04","69.12","0","cron"
"450","2014-01-10 02:08:02","4.35","3.59","0.03","4.35","3.59","0.03","69.25","0","cron"
"451","2014-01-10 02:10:02","1.03","0.06","0.03","1.04","0.06","0.03","69.25","0","cron"
"452","2014-01-10 02:12:02","1.05","0.05","0.02","1.05","0.06","0.03","68.44","0","cron"
"453","2014-01-10 02:14:02","1.05","0.05","0.03","1.05","0.06","0.03","68.25","0","cron"
"454","2014-01-10 02:16:02","4.45","3.69","0.02","4.45","3.69","0.02","68.19","0","cron"
"455","2014-01-10 02:18:02","4.46","3.7","0.04","4.47","3.71","0.03","68.37","0","cron"
"456","2014-01-10 02:20:02","4.5","3.73","0.03","4.46","3.7","0.03","68.69","0","cron"
"457","2014-01-10 02:22:02","4.45","3.7","0.02","4.45","3.7","0.03","68.87","0","cron"
"458","2014-01-10 02:24:02","4.45","3.71","0.03","4.47","3.73","0.03","69.06","0","cron"
"459","2014-01-10 02:26:02","4.44","3.68","0.02","4.49","3.73","0.03","69.19","0","cron"
"460","2014-01-10 02:28:02","4.44","3.7","0.04","4.45","3.7","0.03","69.31","0","cron"
"461","2014-01-10 02:30:02","4.43","3.69","0.03","4.45","3.7","0.06","69.37","0","cron"
"462","2014-01-10 02:32:02","4.46","3.7","0.03","4.49","3.72","0.03","69.44","0","cron"
"463","2014-01-10 02:34:02","4.45","3.69","0.03","4.44","3.69","0.03","69.5","0","cron"
"464","2014-01-10 02:36:02","4.1","3.67","0.04","4.15","3.69","0.03","69.56","0","cron"
"465","2014-01-10 02:38:02","4.13","3.68","0.04","4.13","3.68","0.04","69.75","0","cron"
"466","2014-01-10 02:40:02","4.18","3.72","0.04","4.18","3.72","0.04","69.75","0","cron"
"467","2014-01-10 02:42:02","4.09","3.65","0.04","4.11","3.67","0.03","69.87","0","cron"
"468","2014-01-10 02:44:02","0.87","0.06","0.03","0.87","0.06","0.03","69.87","0","cron"
"469","2014-01-10 02:46:02","0.88","0.06","0.03","0.88","0.19","0.16","69.06","0","cron"
"470","2014-01-10 02:48:01","0.86","0.06","0.02","0.88","0.06","0.03","68.87","0","cron"
"471","2014-01-10 02:50:02","4.12","3.67","0.03","0.93","0.12","0.03","68.81","0","cron"
"472","2014-01-10 02:52:02","4.12","3.66","0.05","4.1","3.65","0.04","68.81","0","cron"
"473","2014-01-10 02:54:02","4.09","3.63","0.03","4.09","3.63","0.03","69.19","0","cron"
"474","2014-01-10 02:56:02","4.13","3.69","0.03","4.12","3.69","0.03","69.44","0","cron"
"475","2014-01-10 02:58:02","4.12","3.69","0.03","4.13","3.69","0.03","69.56","0","cron"
"476","2014-01-10 03:00:02","4.2","3.73","0.03","4.14","3.71","0.03","69.81","0","cron"
"477","2014-01-10 03:02:02","4.18","3.75","0.03","4.18","3.75","0.03","69.94","0","cron"
"478","2014-01-10 03:04:02","4.13","3.69","0.03","4.13","3.69","0.03","69.94","0","cron"
"479","2014-01-10 03:06:02","4.13","3.7","0.02","4.12","3.69","0.02","70.12","0","cron"
"480","2014-01-10 03:08:02","4.16","3.7","0.03","4.12","3.67","0.03","70.19","0","cron"
"481","2014-01-10 03:10:02","4.14","3.63","0.04","4.14","3.63","0.04","70.19","0","cron"
"482","2014-01-10 03:12:02","0.86","0.07","0.03","3.06","2.49","0.03","70.25","0","cron"
"483","2014-01-10 03:14:01","1.06","0.06","0.04","1.03","0.06","0.03","69.56","0","cron"
"484","2014-01-10 03:16:02","1.07","0.05","0.02","1.06","0.06","0.03","69.31","0","cron"
"485","2014-01-10 03:18:02","1.06","0.07","0.04","1.06","0.06","0.04","69.25","0","cron"
"486","2014-01-10 03:20:02","4.47","3.7","0.03","3.65","2.92","0.13","69.19","0","cron"
"487","2014-01-10 03:22:02","4.58","3.79","0.02","4.58","3.79","0.02","69.44","0","cron"
"488","2014-01-10 03:24:02","4.47","3.72","0.03","4.47","3.72","0.03","69.75","0","cron"
"489","2014-01-10 03:26:02","4.46","3.71","0.03","4.47","3.71","0.04","70","0","cron"
"490","2014-01-10 03:28:01","4.47","3.72","0.04","4.47","3.7","0.03","70.19","0","cron"
"491","2014-01-10 03:30:02","4.46","3.7","0.05","4.46","3.7","0.05","70.25","0","cron"
"492","2014-01-10 03:32:02","4.87","3.67","0.07","4.9","3.7","0.05","70.37","0","cron"
"493","2014-01-10 03:34:02","4.89","3.69","0.03","4.89","3.69","0.04","70.5","0","cron"
"494","2014-01-10 03:36:02","4.98","3.76","0.03","4.89","3.69","0.04","70.5","0","cron"
"495","2014-01-10 03:38:02","1.45","0.06","0.03","4.67","3.46","0.04","70.62","0","cron"
"496","2014-01-10 03:40:02","1.42","0.04","0.03","1.43","0.05","0.04","70","0","cron"
"497","2014-01-10 03:42:02","1.4","0.05","0.04","1.4","0.05","0.04","69.62","0","cron"
"498","2014-01-10 03:44:02","1.45","0.05","0.04","1.43","0.05","0.04","69.56","0","cron"
"499","2014-01-10 03:46:01","4.89","3.69","0.03","2.69","1.38","0.04","69.56","0","cron"
"500","2014-01-10 03:48:02","4.77","3.62","0.04","4.77","3.62","0.04","69.56","0","cron"
"501","2014-01-10 03:50:02","4.45","3.7","0.03","4.43","3.68","0.03","69.94","0","cron"
"502","2014-01-10 03:52:02","4.13","3.71","0.04","4.25","3.89","0.3","70.19","0","cron"
"503","2014-01-10 03:54:02","4.15","3.71","0.03","4.14","3.69","0.04","70.31","0","cron"
"504","2014-01-10 03:56:01","4.13","3.71","0.03","4.14","3.71","0.03","70.56","0","cron"
"505","2014-01-10 03:58:02","4.14","3.71","0.03","4.16","3.71","0.03","70.62","0","cron"
"506","2014-01-10 04:00:02","4.13","3.7","0.03","4.14","3.71","0.03","70.69","0","cron"
"507","2014-01-10 04:02:02","4.17","3.75","0.03","4.17","3.75","0.03","70.81","0","cron"
"508","2014-01-10 04:04:03","0.88","0.05","0.03","0.88","0.06","0.03","70.37","0","cron"
"509","2014-01-10 04:06:02","0.88","0.06","0.04","0.87","0.06","0.03","69.94","0","cron"
