"id","ts","currentR1","currentS2","currentT3","currentAverageR1","currentAverageS2","currentAverageT3","temp","pulses","event"
"2984","2014-01-13 15:02:02","8.71","8.17","0.39","6.24","6.55","1.83","69.81","0","cron"
"2985","2014-01-13 15:04:02","9.18","8.16","0.38","9.14","8.11","0.37","69.87","0","cron"
"2986","2014-01-13 15:06:02","9.09","8.13","0.36","9.09","8.13","0.36","69.87","0","cron"
"2987","2014-01-13 15:08:02","5.96","4.87","0.38","5","3.71","0.38","69.62","0","cron"
"2988","2014-01-13 15:10:02","1.56","0.21","0.39","3.1","1.86","0.52","69.06","0","cron"
"2989","2014-01-13 15:12:01","1.74","0.22","0.39","2.67","2.01","1.16","69","0","cron"
"2990","2014-01-13 15:14:02","1.65","0.22","0.38","1.65","0.22","0.38","68.87","0","cron"
"2991","2014-01-13 15:16:02","4.87","3.74","0.39","4.87","3.72","0.39","68.87","0","cron"
"2992","2014-01-13 15:18:02","4.86","3.7","0.39","6.54","5.81","0.96","68.87","0","cron"
"2993","2014-01-13 15:20:02","4.43","3.68","0.38","4.47","3.7","0.37","69.06","0","cron"
"2994","2014-01-13 15:22:02","6.7","6.14","0.37","6.7","6.14","0.37","69.37","0","cron"
"2995","2014-01-13 15:24:02","6.74","7.94","3.32","6.19","5.68","0.68","68.87","0","cron"
"2996","2014-01-13 15:26:02","6.49","5.96","0.35","5.91","5.55","0.91","68.75","0","cron"
"2997","2014-01-13 15:28:02","6.71","6.04","0.37","6.74","6.03","0.37","68.87","0","cron"
"2998","2014-01-13 15:30:02","6.63","6","0.36","5.58","5.28","1.02","69.06","0","cron"
"2999","2014-01-13 15:32:02","6.62","5.93","0.37","5.35","5","0.91","69.19","0","cron"
"3000","2014-01-13 15:34:02","8.92","8.29","0.35","9.02","8.34","0.35","69.25","0","cron"
"3001","2014-01-13 15:36:02","8.85","8.29","0.35","5.56","4.93","0.57","69.25","0","cron"
"3002","2014-01-13 15:38:02","6.99","5.94","0.35","6.99","5.94","0.35","69.44","0","cron"
"3003","2014-01-13 15:40:02","1.56","0.23","0.39","6.05","5.07","0.5","69.5","0","cron"
"3004","2014-01-13 15:42:02","1.52","0.22","0.38","3.21","2.73","1.14","68.87","0","cron"
"3005","2014-01-13 15:44:03","1.51","0.23","0.39","1.52","0.23","0.39","68.75","0","cron"
"3006","2014-01-13 15:46:02","1.59","3.16","3.27","2.83","2.47","1.27","68.69","0","cron"
"3007","2014-01-13 15:48:02","4.81","3.72","0.39","3.9","3.16","0.85","68.69","0","cron"
"3008","2014-01-13 15:50:03","4.78","3.74","0.36","4.86","3.75","0.37","68.69","0","cron"
"3009","2014-01-13 15:52:02","4.85","3.7","0.41","4.85","3.7","0.41","68.69","0","cron"
"3010","2014-01-13 15:54:03","4.67","3.67","0.38","6.25","5.21","0.37","69.12","0","cron"
"3011","2014-01-13 15:56:03","4.78","3.65","0.37","4.81","3.7","0.37","69.31","0","cron"
"3012","2014-01-13 15:58:02","6.85","5.89","0.37","6.85","5.89","0.37","69.25","0","cron"
"3013","2014-01-13 16:00:02","6.99","6.01","0.34","6.5","6.34","1.54","69.5","0","cron"
"3014","2014-01-13 16:02:02","6.91","6.03","0.35","6.65","6.88","2.07","69.56","0","cron"
"3015","2014-01-13 16:04:02","6.93","6.01","0.37","6.9","5.98","0.38","69.69","0","cron"
"3016","2014-01-13 16:06:02","9.17","8.34","0.22","6.1","5.43","4.46","69.75","0","cron"
"3017","2014-01-13 16:08:02","6.91","6","0.23","7","6.07","0.23","69.81","0","cron"
"3018","2014-01-13 16:10:02","6.84","5.96","0.22","6.84","5.96","0.22","69.5","0","cron"
"3019","2014-01-13 16:12:02","4.72","3.77","0.23","5.85","4.96","0.23","69.62","0","cron"
"3020","2014-01-13 16:14:02","1.43","0.27","0.24","6.17","5.57","0.62","69.94","0","cron"
"3021","2014-01-13 16:16:01","1.43","3.15","3.22","3.29","3.13","1.14","69.62","0","cron"
"3022","2014-01-13 16:18:02","1.63","3.18","3.11","1.63","3.18","3.11","69.19","0","cron"
"3023","2014-01-13 16:20:01","1.61","0.23","0.14","3.05","2.35","0.75","69","0","cron"
"3024","2014-01-13 16:22:02","1.6","0.22","0.14","2.59","1.36","0.14","68.81","0","cron"
"3025","2014-01-13 16:24:02","4.53","3.7","0.14","4.53","3.7","0.14","68.69","0","cron"
"3026","2014-01-13 16:26:02","4.54","3.71","0.13","4.54","3.71","0.13","68.69","0","cron"
"3027","2014-01-13 16:28:02","6.9","6.14","0.14","5.98","5.18","0.13","68.62","0","cron"
"3028","2014-01-13 16:30:02","9.36","8.54","4.17","6.3","5.73","2.37","68.56","0","cron"
"3029","2014-01-13 16:32:02","9.15","8.43","4.24","9.15","8.43","4.24","68.56","0","cron"
"3030","2014-01-13 16:34:02","7.26","6.31","4.12","6.41","6.44","5.16","68.5","0","cron"
"3031","2014-01-13 16:36:02","7.12","6.34","4.18","6.4","6.17","4.88","68.44","0","cron"
"3032","2014-01-13 16:38:02","6.72","6.01","0.15","6.75","6.04","0.14","68.69","0","cron"
"3033","2014-01-13 16:40:02","6.64","7.26","2.48","5.83","5.22","0.42","68.75","0","cron"
"3034","2014-01-13 16:42:02","7.09","8.11","6.32","6.05","5.46","0.7","68.81","0","cron"
"3035","2014-01-13 16:44:02","5.28","4.25","4.17","5.26","4.23","4.21","68.81","0","cron"
"3036","2014-01-13 16:46:01","5.27","6.86","6.79","6.56","5.85","4.41","68.94","0","cron"
"3037","2014-01-13 16:48:02","4.46","5.71","3.14","4.46","5.71","3.14","69.12","0","cron"
"3038","2014-01-13 16:50:02","4.59","5.8","3.1","4.54","5.81","3.12","69.25","0","cron"
"3039","2014-01-13 16:52:02","4.57","3.72","0.14","5.56","5.31","1.02","69.12","0","cron"
"3040","2014-01-13 16:54:02","5.23","4.26","4.23","5.23","4.26","4.23","69.12","0","cron"
"3041","2014-01-13 16:56:02","5.23","4.23","4.18","5.23","4.23","4.18","69.31","0","cron"
"3042","2014-01-13 16:58:02","5.28","4.22","4.2","6.5","5.53","4.16","69.56","0","cron"
"3043","2014-01-13 17:00:02","7.26","6.05","0.13","6.42","5.5","2.36","69.75","0","cron"
"3044","2014-01-13 17:02:02","7.19","6.04","0.14","7.21","6.04","0.14","69.69","0","cron"
"3045","2014-01-13 17:04:01","9.3","8.21","0.14","6.45","5.76","0.9","69.62","0","cron"
"3046","2014-01-13 17:06:02","8.36","7.21","4.22","6.79","6.07","3.93","69.56","0","cron"
"3047","2014-01-13 17:08:02","7.45","6.27","4.24","7.53","6.28","4.19","69.69","0","cron"
"3048","2014-01-13 17:10:02","7.49","6.37","4.19","7.49","6.37","4.19","69.87","0","cron"
"3049","2014-01-13 17:12:02","7.15","5.99","0.14","5.99","4.76","0.43","69.94","0","cron"
"3050","2014-01-13 17:14:02","7.11","5.94","0.14","7.11","5.94","0.14","69.87","0","cron"
"3051","2014-01-13 17:16:02","7.23","6.02","0.14","6.55","5.35","0.14","69.81","0","cron"
"3052","2014-01-13 17:18:02","5.11","7","6.88","5.1","7.01","6.92","69.81","0","cron"
"3053","2014-01-13 17:20:02","5.1","4.21","4.21","6.57","6.34","4.83","69.94","0","cron"
"3054","2014-01-13 17:22:02","4.63","3.76","0.14","4.63","3.76","0.14","70.12","0","cron"
"3055","2014-01-13 17:24:02","4.53","3.73","0.14","5.76","5.57","1.03","70.12","0","cron"
"3056","2014-01-13 17:26:02","4.56","3.73","0.14","4.55","3.73","0.14","70.06","0","cron"
"3057","2014-01-13 17:28:02","4.57","3.75","0.13","5.77","5.18","0.42","70","0","cron"
"3058","2014-01-13 17:30:02","5.48","4.28","4.24","5.49","4.25","4.25","69.94","0","cron"
"3059","2014-01-13 17:32:02","5.68","4.21","4.19","5.68","4.21","4.19","70.12","0","cron"
"3060","2014-01-13 17:34:02","7.25","6.03","0.13","6.61","5.33","2.94","70.25","0","cron"
"3061","2014-01-13 17:36:02","6.76","5.57","0.13","6.41","5.62","0.77","70.31","0","cron"
"3062","2014-01-13 17:38:02","7.08","5.98","0.13","7.05","5.96","0.13","70.25","0","cron"
"3063","2014-01-13 17:40:02","7.2","5.98","0.13","6.54","5.89","1.02","70.19","0","cron"
"3064","2014-01-13 17:42:02","7.52","6.26","4.2","7.52","6.32","4.17","70.19","0","cron"
"3065","2014-01-13 17:44:02","7.65","6.31","4.18","6.6","5.31","4.19","70.31","0","cron"
"3066","2014-01-13 17:46:02","6.87","6.02","0.14","6.83","6.02","0.13","70.56","0","cron"
"3067","2014-01-13 17:48:02","6.84","6.05","0.12","6.87","6.05","0.13","70.5","0","cron"
"3068","2014-01-13 17:50:01","4.69","3.75","0.13","5.89","5.04","0.13","70.44","0","cron"
"3069","2014-01-13 17:52:02","4.79","3.8","0.13","4.79","3.8","0.13","70.37","0","cron"
"3070","2014-01-13 17:54:02","5.34","4.27","4.24","6.81","6.6","4.82","70.31","0","cron"
"3071","2014-01-13 17:56:02","5.47","4.28","4.18","6.66","6.27","4.9","70.5","0","cron"
"3072","2014-01-13 17:58:02","4.78","3.75","0.13","4.73","3.73","0.13","70.62","0","cron"
"3073","2014-01-13 18:00:02","4.65","3.73","0.12","4.65","3.73","0.12","70.56","0","cron"
"3074","2014-01-13 18:02:02","4.71","3.76","0.14","5.77","4.94","0.13","70.56","0","cron"
"3075","2014-01-13 18:04:02","6.83","5.98","0.09","5.91","5.14","0.23","70.5","0","cron"
"3076","2014-01-13 18:06:02","7.08","8.55","6.34","7.12","8.49","6.32","70.5","0","cron"
"3077","2014-01-13 18:08:02","5.33","4.94","4.27","5.33","4.94","4.27","70.69","0","cron"
"3078","2014-01-13 18:10:02","4.63","4.15","0.21","4.6","4.13","0.22","70.75","0","cron"
"3079","2014-01-13 18:12:02","6.74","6.38","0.2","6.02","5.72","0.41","70.69","0","cron"
"3080","2014-01-13 18:14:02","6.62","6.39","0.2","6.64","6.39","0.21","70.69","0","cron"
"3081","2014-01-13 18:16:02","6.76","8.61","3.28","6.83","8.64","3.26","70.62","0","cron"
"3082","2014-01-13 18:18:02","6.82","6.69","0.37","5.73","5.62","0.57","70.62","0","cron"
"3083","2014-01-13 18:20:02","7.03","6.76","4.16","6.18","6.42","4.36","70.31","0","cron"
"3084","2014-01-13 18:22:02","6.54","6.24","0.08","6.54","6.25","0.08","70.37","0","cron"
"3085","2014-01-13 18:24:01","4.46","4.07","0.09","5.69","5.5","0.32","69.69","0","cron"
"3086","2014-01-13 18:26:02","1.47","1.08","9.85","2.96","2.52","3.38","68.06","0","cron"
"3087","2014-01-13 18:28:02","1.36","1.07","9.58","2.26","1.9","9.63","67.75","0","cron"
"3088","2014-01-13 18:30:02","3.72","3.02","9.42","3.71","3","9.48","67.56","0","cron"
"3089","2014-01-13 18:32:02","3.7","2.96","9.63","3.72","2.96","9.62","67.5","0","cron"
"3090","2014-01-13 18:34:02","7.17","6.4","9.47","5.79","5.54","10.15","67.44","0","cron"
"3091","2014-01-13 18:36:02","7.08","6.32","9.59","7.07","6.31","9.59","67.37","0","cron"
"3092","2014-01-13 18:38:01","7","6.25","9.55","6.29","6.06","10.15","67.12","0","cron"
"3093","2014-01-13 18:40:02","6.84","6.27","9.67","6.83","6.25","9.69","66.75","0","cron"
"3094","2014-01-13 18:42:02","7.05","6.11","9.56","6.34","5.68","9.91","66.25","0","cron"
"3095","2014-01-13 18:44:02","4.73","3.82","9.73","4.78","3.82","9.71","66.31","0","cron"
"3096","2014-01-13 18:46:01","4.8","3.87","9.56","4.82","3.84","9.66","66.37","0","cron"
"3097","2014-01-13 18:48:02","4.73","3.83","9.7","5.22","4.24","9.63","66.56","0","cron"
"3098","2014-01-13 18:50:02","5.3","3.9","9.66","5.3","3.89","9.69","66.75","0","cron"
"3099","2014-01-13 18:52:02","7.47","6.11","9.67","5.85","4.89","10.1","66.94","0","cron"
"3100","2014-01-13 18:54:02","7.48","6.11","0.82","7.48","6.11","0.82","67","0","cron"
"3101","2014-01-13 18:56:02","5.33","3.86","9.61","7.17","6.86","7.21","67.19","0","cron"
"3102","2014-01-13 18:58:02","5.18","3.78","9.61","6.86","5.92","10.05","67.31","0","cron"
"3103","2014-01-13 19:00:01","5.3","3.58","9.65","6.37","4.73","3.83","67.44","0","cron"
"3104","2014-01-13 19:02:02","5.3","3.67","9.09","5.3","3.67","9.09","67.56","0","cron"
"3105","2014-01-13 19:04:02","5.4","3.63","0.49","5.34","3.59","0.49","67.69","0","cron"
"3106","2014-01-13 19:06:02","5.22","3.64","9.18","5.29","3.6","4.12","67.81","0","cron"
"3107","2014-01-13 19:08:02","4.54","3.62","9.23","4.53","3.6","9.26","67.94","0","cron"
"3108","2014-01-13 19:10:02","4.51","3.59","9.32","4.51","3.59","9.32","68","0","cron"
"3109","2014-01-13 19:12:02","4.62","3.66","9.12","5.24","4.34","9.25","68.19","0","cron"
"3110","2014-01-13 19:14:02","6.67","5.79","0.5","5.85","4.96","2.36","68.25","0","cron"
"3111","2014-01-13 19:16:02","6.5","7.85","11.83","6.56","7.86","11.74","68.37","0","cron"
"3112","2014-01-13 19:19:02","0","0","0","0","0","0","0","0","cron"
"3113","2014-01-13 19:21:02","0","0","0","0","0","0","0","0","cron"
"3114","2014-01-13 19:23:02","0","0","0","0","0","0","0","0","cron"
"3115","2014-01-13 19:25:02","0","0","0","0","0","0","0","0","cron"
"3116","2014-01-13 19:26:02","4.47","3.64","9.15","4.45","3.61","9.19","68.81","0","cron"
"3117","2014-01-13 19:28:02","4.43","3.54","0.49","4.45","3.6","1.01","68.87","0","cron"
"3118","2014-01-13 19:30:02","4.52","3.65","9.24","4.52","3.65","9.24","68.94","0","cron"
"3119","2014-01-13 19:32:02","4.49","3.82","0.53","5.64","4.85","2.29","69","0","cron"
"3120","2014-01-13 19:34:02","4.51","3.63","9.42","6.06","5.37","8.08","69.19","0","cron"
"3121","2014-01-13 19:36:02","6.73","6.01","0.51","6.73","6.01","0.51","69.12","0","cron"
"3122","2014-01-13 19:38:02","3.5","2.57","9.19","3.5","2.57","9.19","67.06","0","cron"
"3123","2014-01-13 19:40:02","3.44","2.53","0.52","3.44","2.52","0.51","64.44","0","cron"
"3124","2014-01-13 19:42:02","1.42","0.72","9.43","1.43","0.73","9.38","62.81","0","cron"
"3125","2014-01-13 19:44:02","1.5","0.69","0.52","1.57","0.84","6.12","62.31","0","cron"
"3126","2014-01-13 19:46:02","1.51","0.73","9.33","1.48","0.74","9.41","62.19","0","cron"
"3127","2014-01-13 19:48:02","4.83","3.69","9.35","4.83","3.69","9.35","62.06","0","cron"
"3128","2014-01-13 19:50:02","4.94","3.63","0.53","5","3.75","2.11","61.81","0","cron"
"3129","2014-01-13 19:52:02","7.07","5.96","9.41","5.44","4.24","8.22","61.94","0","cron"
"3130","2014-01-13 19:54:02","7.23","5.98","0.52","7.14","5.91","0.53","61.94","0","cron"
"3131","2014-01-13 19:56:02","6.97","5.86","9.45","6.09","5","7.35","61.75","0","cron"
"3132","2014-01-13 19:58:02","7.21","6.05","0.5","7.21","6.05","0.5","61.94","0","cron"
"3133","2014-01-13 20:00:02","5.45","4.17","9.4","6.39","5.4","3.59","62.25","0","cron"
"3134","2014-01-13 20:02:02","4.86","3.6","0.54","5.89","4.68","8.07","62.44","0","cron"
"3135","2014-01-13 20:04:01","4.83","3.66","9.53","5.09","3.84","1.88","62.63","0","cron"
"3136","2014-01-13 20:06:02","4.89","3.66","9.4","4.89","3.66","9.4","62.88","0","cron"
"3137","2014-01-13 20:08:03","4.83","3.67","0.51","4.83","3.66","0.53","63","0","cron"
"3138","2014-01-13 20:10:02","5.27","3.65","0.52","5.27","3.65","0.52","63.19","0","cron"
"3139","2014-01-13 20:12:02","5.31","3.63","9.42","5.9","4.24","8.12","63.31","0","cron"
"3140","2014-01-13 20:14:02","7.28","5.82","9.43","6.44","4.79","4.5","63.44","0","cron"
"3141","2014-01-13 20:16:02","7.37","5.85","0.42","7.44","5.92","0.42","63.56","0","cron"
"3142","2014-01-13 20:18:01","5.34","3.69","0.42","6.49","5.06","0.67","63.75","0","cron"
"3143","2014-01-13 20:20:02","4.84","3.63","0.62","6.28","4.87","0.79","63.56","0","cron"
"3144","2014-01-13 20:22:02","4.97","3.69","0.6","4.92","3.67","0.61","63.5","0","cron"
"3145","2014-01-13 20:24:02","4.83","3.64","0.61","5.14","3.91","0.61","63.81","0","cron"
"3146","2014-01-13 20:26:02","4.91","3.73","0.6","4.89","3.67","0.61","64","0","cron"
"3147","2014-01-13 20:28:02","4.12","3.67","0.61","4.58","3.66","0.61","64.19","0","cron"
"3148","2014-01-13 20:30:02","3","2.51","0.61","3.02","2.53","0.61","63.94","0","cron"
"3149","2014-01-13 20:32:02","3.02","2.54","0.61","1.44","1.56","1.04","63.44","0","cron"
"3150","2014-01-13 20:34:02","0.95","0.72","0.62","0.95","0.72","0.6","63.38","0","cron"
"3151","2014-01-13 20:36:02","0.94","0.73","0.6","2.14","1.76","0.61","63.31","0","cron"
"3152","2014-01-13 20:38:02","6.31","5.97","0.62","2.24","1.86","0.61","63.25","0","cron"
"3153","2014-01-13 20:40:02","6.33","5.96","0.61","5.33","4.93","0.61","63.63","0","cron"
"3154","2014-01-13 20:42:02","6.43","6.04","0.61","6.43","6.04","0.61","64.06","0","cron"
"3155","2014-01-13 20:44:02","4.1","3.68","0.6","4.6","4.17","0.61","64.44","0","cron"
"3156","2014-01-13 20:46:02","4.13","3.7","0.61","4.13","3.69","0.61","64.62","0","cron"
"3157","2014-01-13 20:48:02","4.13","3.7","0.65","4.14","3.69","0.64","64","0","cron"
"3158","2014-01-13 20:50:02","0.96","0.68","0.66","0.96","0.68","0.66","63.75","0","cron"
"3159","2014-01-13 20:52:02","1.05","0.74","0.26","1.36","1.08","0.63","63.44","0","cron"
"3160","2014-01-13 20:54:02","3.24","2.51","0.32","1.83","1.34","0.25","63.31","0","cron"
"3161","2014-01-13 20:56:02","3.44","2.56","0.23","3.44","2.58","0.22","63.31","0","cron"
"3162","2014-01-13 20:58:02","3.41","2.55","0.22","3.45","2.56","0.23","63.31","0","cron"
"3163","2014-01-13 21:00:02","8.85","8.3","0.33","3.04","2.6","0.78","63.25","0","cron"
"3164","2014-01-13 21:02:02","4.49","3.77","0.23","5.31","4.53","0.23","63.69","0","cron"
"3165","2014-01-13 21:04:02","4.47","3.75","0.31","4.45","3.75","0.31","64.06","0","cron"
"3166","2014-01-13 21:06:02","6.67","6.02","0.23","6.67","6.02","0.23","64.37","0","cron"
"3167","2014-01-13 21:08:02","4.79","3.75","0.22","5.26","4.18","0.23","64.56","0","cron"
"3168","2014-01-13 21:10:02","1.44","0.4","0.23","4.55","3.53","0.23","64.75","0","cron"
"3169","2014-01-13 21:12:02","1.47","0.4","0.24","1.47","0.4","0.24","64.06","0","cron"
"3170","2014-01-13 21:14:01","1.45","0.43","0.23","2.31","1.24","0.23","63.88","0","cron"
"3171","2014-01-13 21:16:02","1.43","0.4","0.25","2.09","1.39","0.56","63.69","0","cron"
"3172","2014-01-13 21:18:01","1.43","0.4","0.23","2.03","1.55","0.82","63.75","0","cron"
"3173","2014-01-13 21:20:02","3.64","2.55","0.23","3.64","2.56","0.23","63.69","0","cron"
"3174","2014-01-13 21:22:02","4.77","3.72","0.23","4.75","3.72","0.23","63.75","0","cron"
"3175","2014-01-13 21:24:02","4.77","3.77","0.22","5.64","4.66","0.23","64.31","0","cron"
"3176","2014-01-13 21:26:02","5.22","3.8","0.23","5.74","4.52","0.23","64.56","0","cron"
"3177","2014-01-13 21:28:02","5.25","3.76","0.23","5.29","3.78","0.23","64.87","0","cron"
"3178","2014-01-13 21:30:02","1.83","0.38","0.25","3.81","2.34","0.23","64.81","0","cron"
"3179","2014-01-13 21:32:02","1.86","0.4","0.23","1.86","0.4","0.23","64.25","0","cron"
"3180","2014-01-13 21:34:02","1.83","0.41","0.23","1.83","0.41","0.23","64.06","0","cron"
"3181","2014-01-13 21:36:02","1.83","0.41","0.23","2.26","1.41","0.81","64.06","0","cron"
"3182","2014-01-13 21:38:01","3.62","2.15","0.23","2.23","1.06","0.52","64.06","0","cron"
"3183","2014-01-13 21:40:02","5.23","3.77","0.22","5.23","3.77","0.22","64","0","cron"
"3184","2014-01-13 21:42:02","6.95","6.04","0.22","6.96","6.06","0.23","64.44","0","cron"
"3185","2014-01-13 21:44:02","6.88","5.97","0.23","5.87","4.91","0.23","64.94","0","cron"
"3186","2014-01-13 21:46:02","7.09","6.23","0.23","5.54","4.54","0.23","64.75","0","cron"
"3187","2014-01-13 21:48:02","3.27","2.58","0.23","3.31","2.62","0.22","64.62","0","cron"
"3188","2014-01-13 21:50:01","1.27","0.46","0.21","1.27","0.46","0.21","64.19","0","cron"
"3189","2014-01-13 21:52:02","1.33","0.39","0.21","1.84","0.96","0.2","64","0","cron"
"3190","2014-01-13 21:54:02","1.51","0.39","0.2","1.51","0.39","0.2","63.94","0","cron"
"3191","2014-01-13 21:56:02","1.37","3.49","3.24","1.36","3.51","3.28","63.81","0","cron"
"3192","2014-01-13 21:58:03","4.53","3.78","0.21","4.53","3.81","0.2","63.75","0","cron"
"3193","2014-01-13 22:00:02","6.87","6.11","0.19","5.8","5.46","0.7","63.88","0","cron"
"3194","2014-01-13 22:02:02","6.78","6.13","0.18","6.73","6.09","0.2","64.06","0","cron"
"3195","2014-01-13 22:04:02","6.8","6.1","0.2","5.63","4.93","0.2","64.37","0","cron"
"3196","2014-01-13 22:06:02","4.41","3.72","0.21","5.22","4.51","0.2","64.5","0","cron"
"3197","2014-01-13 22:08:02","4.57","3.8","0.18","4.59","3.8","0.19","64.62","0","cron"
"3198","2014-01-13 22:10:02","4.51","3.78","0.2","4.51","3.78","0.2","64.87","0","cron"
"3199","2014-01-13 22:12:02","6.7","6.1","0.21","6.7","6.09","0.2","64.94","0","cron"
"3200","2014-01-13 22:14:02","6.62","6.02","0.19","6.62","6.02","0.19","65.06","0","cron"
"3201","2014-01-13 22:16:02","6.76","6.09","0.19","6.67","6.02","0.2","65.31","0","cron"
"3202","2014-01-13 22:18:02","6.8","6.09","0.21","6.8","6.1","0.2","65.37","0","cron"
"3203","2014-01-13 22:20:02","4.55","3.77","0.2","4.55","3.77","0.2","65.44","0","cron"
"3204","2014-01-13 22:22:02","4.51","3.79","0.2","4.51","3.78","0.2","65.56","0","cron"
"3205","2014-01-13 22:24:02","4.51","3.78","0.2","4.51","3.79","0.19","65.56","0","cron"
"3206","2014-01-13 22:26:02","4.54","3.76","0.19","5.21","4.51","0.2","65.69","0","cron"
"3207","2014-01-13 22:28:03","4.84","3.77","0.19","4.84","3.77","0.2","65.75","0","cron"
"3208","2014-01-13 22:30:02","4.89","3.78","0.19","4.91","3.77","0.21","65.81","0","cron"
"3209","2014-01-13 22:32:02","4.96","3.77","0.19","5.52","4.39","0.2","65.87","0","cron"
"3210","2014-01-13 22:34:03","4.99","3.81","0.2","4.97","3.8","0.2","66","0","cron"
"3211","2014-01-13 22:36:02","7.14","6.16","0.19","7.08","6.09","0.2","66","0","cron"
"3212","2014-01-13 22:38:02","4.86","3.76","0.2","5.95","5.15","0.53","66.12","0","cron"
"3213","2014-01-13 22:40:02","5.42","4.36","0.19","6.2","5.16","0.2","66.12","0","cron"
"3214","2014-01-13 22:42:02","7.05","6.06","0.2","7.05","6.06","0.2","66.19","0","cron"
"3215","2014-01-13 22:44:02","7.1","6.12","0.2","7.09","6.11","0.2","66.31","0","cron"
"3216","2014-01-13 22:46:02","7.22","6.15","0.2","5.59","4.51","0.2","66.37","0","cron"
"3217","2014-01-13 22:48:03","7.07","6.08","0.2","7.05","6.07","0.2","66.44","0","cron"
"3218","2014-01-13 22:50:02","6.28","5.25","0.22","6.28","5.25","0.22","66.5","0","cron"
"3219","2014-01-13 22:52:02","5.24","6.01","3.24","5.27","6.08","3.26","66.56","0","cron"
"3220","2014-01-13 22:54:03","5.19","6","3.27","5.25","6","3.25","66.62","0","cron"
"3221","2014-01-13 22:56:02","5.28","3.76","0.21","5.28","3.77","0.21","66.62","0","cron"
"3222","2014-01-13 22:58:02","5.32","3.78","0.19","5.31","3.77","0.2","66.69","0","cron"
"3223","2014-01-13 23:00:02","7.52","6.09","0.21","6.71","5.24","0.2","66.81","0","cron"
"3224","2014-01-13 23:02:02","6.02","4.54","0.21","6.53","5.05","0.2","66.87","0","cron"
"3225","2014-01-13 23:04:03","5.24","3.78","0.43","5.26","3.75","0.44","66.94","0","cron"
"3226","2014-01-13 23:06:02","5.06","3.88","0.45","5.03","3.84","0.46","67","0","cron"
"3227","2014-01-13 23:08:02","4.49","3.82","0.44","4.53","3.81","0.44","67.06","0","cron"
"3228","2014-01-13 23:10:02","4.62","3.77","0.46","4.68","3.82","0.44","67.12","0","cron"
"3229","2014-01-13 23:12:02","4.63","3.79","0.44","4.65","3.84","0.44","67.19","0","cron"
"3230","2014-01-13 23:14:02","6.83","6.1","0.44","5.32","4.88","0.94","67.25","0","cron"
"3231","2014-01-13 23:16:03","6.88","6.14","0.49","6.87","6.13","0.48","67.31","0","cron"
"3232","2014-01-13 23:18:02","6.77","6.19","0.49","6.71","6.12","0.48","67.31","0","cron"
"3233","2014-01-13 23:20:02","6.63","6.32","0.48","6.64","6.31","0.49","67.37","0","cron"
"3234","2014-01-13 23:22:02","4.44","3.64","0.49","6.03","5.39","0.49","67.44","0","cron"
"3235","2014-01-13 23:24:02","4.49","3.69","0.45","4.49","3.69","0.45","67.56","0","cron"
"3236","2014-01-13 23:26:03","4.44","3.67","0.46","4.45","3.7","0.48","67.56","0","cron"
"3237","2014-01-13 23:28:02","4.37","3.7","0.5","4.45","3.71","0.49","67.69","0","cron"
"3238","2014-01-13 23:30:02","4.42","3.66","0.46","4.43","3.7","0.47","67.69","0","cron"
"3239","2014-01-13 23:32:02","4.44","3.71","0.21","4.42","3.67","0.21","67.75","0","cron"
"3240","2014-01-13 23:34:02","6.68","6.04","0.2","5.3","4.61","0.2","67.87","0","cron"
"3241","2014-01-13 23:36:03","8.89","8.34","0.18","7.41","6.81","0.19","67.94","0","cron"
"3242","2014-01-13 23:38:02","6.44","6.08","0.15","6.4","6.05","0.16","67.94","0","cron"
"3243","2014-01-13 23:40:02","6.42","6.08","0.16","6.39","6.05","0.16","68.06","0","cron"
"3244","2014-01-13 23:42:03","4.17","3.72","0.15","4.17","3.72","0.15","68.19","0","cron"
"3245","2014-01-13 23:44:02","4.17","5.88","3.21","4.15","5.86","3.22","68.31","0","cron"
"3246","2014-01-13 23:46:02","4.47","5.79","3.21","4.5","5.82","3.2","68.31","0","cron"
"3247","2014-01-13 23:48:02","6.64","7.95","3.23","4.81","4.39","0.71","68.44","0","cron"
"3248","2014-01-13 23:50:02","6.74","6.39","0.15","4.93","4.19","0.16","67.81","0","cron"
"3249","2014-01-13 23:52:02","2.47","1.58","0.07","1.34","0.36","0.07","67.5","0","cron"
"3250","2014-01-13 23:54:02","1.12","0.12","0.08","1.12","0.13","0.08","67","0","cron"
"3251","2014-01-13 23:56:02","1.1","0.12","0.09","1.1","0.11","0.09","66.87","0","cron"
"3252","2014-01-13 23:58:02","4.51","3.72","0.08","4.53","3.73","0.07","66.81","0","cron"
"3253","2014-01-14 00:00:02","4.57","3.73","0.07","5.33","4.57","0.07","66.87","0","cron"
"3254","2014-01-14 00:02:03","4.5","3.73","0.08","4.5","3.74","0.07","67.06","0","cron"
"3255","2014-01-14 00:04:02","4.49","3.72","0.06","4.49","3.73","0.06","67.12","0","cron"
"3256","2014-01-14 00:06:02","4.48","3.7","0.07","4.91","4.37","0.38","67.37","0","cron"
"3257","2014-01-14 00:08:02","4.47","3.72","0.07","5.09","4.35","0.07","67.56","0","cron"
"3258","2014-01-14 00:10:02","4.48","3.72","0.06","5.19","4.46","0.07","67.69","0","cron"
